Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.09     0.00        1     0.00     0.00  void Eigen::internal::smart_copy<int>(int const*, int const*, int*)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::blas_traits<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > >::extract(Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::scalar_sum_op<int, int>::scalar_sum_op()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::evaluator_base<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> >::evaluator_base()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::evaluator_base<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> >::~evaluator_base()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::evaluator_base<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > >::evaluator_base()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::evaluator_base<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > >::~evaluator_base()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::unary_evaluator<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> >, Eigen::internal::IndexBased, int>::unary_evaluator(Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::unary_evaluator<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> >, Eigen::internal::IndexBased, int>::~unary_evaluator()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::binary_evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>, Eigen::internal::IndexBased, Eigen::internal::IndexBased, int, int>::Data::Data(Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::binary_evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>, Eigen::internal::IndexBased, Eigen::internal::IndexBased, int, int>::Data::~Data()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::binary_evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>, Eigen::internal::IndexBased, Eigen::internal::IndexBased, int, int>::binary_evaluator(Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::binary_evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>, Eigen::internal::IndexBased, Eigen::internal::IndexBased, int, int>::~binary_evaluator()
  0.00      0.09     0.00        1     0.00     0.00  void Eigen::internal::resize_if_allowed<Eigen::Array<int, -1, -1, 0, -1, -1>, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>, int, int>(Eigen::Array<int, -1, -1, 0, -1, -1>&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> const&, Eigen::internal::assign_op<int, int> const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::smart_copy_helper<int, true>::run(int const*, int const*, int*)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::ReshapedImpl_dense<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0, true>::ReshapedImpl_dense(Eigen::Array<int, -1, -1, 0, -1, -1>&, long, long)
  0.00      0.09     0.00        1     0.00     0.00  void Eigen::internal::check_for_aliasing<Eigen::Array<int, -1, -1, 0, -1, -1>, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> >(Eigen::Array<int, -1, -1, 0, -1, -1> const&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Array<int, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<int, int>, 0>, 0, 0>::run(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Array<int, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<int, int>, 0>&)
  0.00      0.09     0.00        1     0.00     0.00  void Eigen::internal::ignore_unused_variable<bool>(bool const&)
  0.00      0.09     0.00        1     0.00     0.00  void Eigen::internal::call_assignment_no_alias<Eigen::Array<int, -1, -1, 0, -1, -1>, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>, Eigen::internal::assign_op<int, int> >(Eigen::Array<int, -1, -1, 0, -1, -1>&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> const&, Eigen::internal::assign_op<int, int> const&)
  0.00      0.09     0.00        1     0.00     0.00  void Eigen::internal::call_dense_assignment_loop<Eigen::Array<int, -1, -1, 0, -1, -1>, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>, Eigen::internal::assign_op<int, int> >(Eigen::Array<int, -1, -1, 0, -1, -1>&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> const&, Eigen::internal::assign_op<int, int> const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::checkTransposeAliasing_impl<Eigen::Array<int, -1, -1, 0, -1, -1>, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>, true>::run(Eigen::Array<int, -1, -1, 0, -1, -1> const&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Array<int, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<int, int>, 0>::generic_dense_assignment_kernel(Eigen::internal::evaluator<Eigen::Array<int, -1, -1, 0, -1, -1> >&, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> > const&, Eigen::internal::assign_op<int, int> const&, Eigen::Array<int, -1, -1, 0, -1, -1>&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::check_transpose_aliasing_run_time_selector<int, false, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> >::run(int const*, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::evaluator<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>::evaluator(Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::evaluator<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>::~evaluator()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> >::evaluator(Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> >::~evaluator()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::evaluator<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > >::evaluator(Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::internal::evaluator<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > >::~evaluator()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::ArrayBase<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> >::ArrayBase()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::ArrayBase<Eigen::Array<int, -1, 1, 0, -1, 1> >::ArrayBase()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::ArrayBase<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0> >::ArrayBase()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::ArrayBase<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > >::ArrayBase()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::DenseBase<Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> >::DenseBase()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::DenseBase<Eigen::Array<int, -1, 1, 0, -1, 1> >::DenseBase()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::DenseBase<Eigen::Array<int, -1, -1, 0, -1, -1> >::reshaped()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::DenseBase<Eigen::Array<int, -1, -1, 0, -1, -1> >::transpose()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::DenseBase<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0> >::end()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::DenseBase<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0> >::begin()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::DenseBase<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0> >::DenseBase()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::DenseBase<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > >::DenseBase()
  0.00      0.09     0.00        1     0.00     0.00  Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> >::Transpose(Eigen::Array<int, -1, -1, 0, -1, -1>&)
  0.00      0.09     0.00        1     0.00     0.00  __gnu_cxx::__ops::__iter_less_iter()
  0.00      0.09     0.00        1     0.00     0.00  bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.09     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.09     0.00        1     0.00     0.00  Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>::lhs() const
  0.00      0.09     0.00        1     0.00     0.00  Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, int>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const>::functor() const
  0.00      0.09     0.00        1     0.00     0.00  void Eigen::MapBase<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0>, 0>::checkSanity<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0> >(Eigen::internal::enable_if<(Eigen::internal::traits<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0> >::Alignment>(0)), void*>::type) const
  0.00      0.09     0.00        1     0.00     0.00  Eigen::MapBase<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0>, 0>::cols() const
  0.00      0.09     0.00        1     0.00     0.00  Eigen::MapBase<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0>, 0>::rows() const
  0.00      0.09     0.00        1     0.00     0.00  Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<int, Eigen::internal::traits<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > >::Scalar>, Eigen::Array<int, -1, -1, 0, -1, -1> const, Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > const> const Eigen::ArrayBase<Eigen::Array<int, -1, -1, 0, -1, -1> >::operator+<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > >(Eigen::ArrayBase<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > > const&) const
  0.00      0.09     0.00        1     0.00     0.00  Eigen::EigenBase<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0> >::cols() const
  0.00      0.09     0.00        1     0.00     0.00  Eigen::EigenBase<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0> >::rows() const
  0.00      0.09     0.00        1     0.00     0.00  Eigen::EigenBase<Eigen::Reshaped<Eigen::Array<int, -1, -1, 0, -1, -1>, -1, 1, 0> >::size() const
  0.00      0.09     0.00        1     0.00     0.00  Eigen::EigenBase<Eigen::Transpose<Eigen::Array<int, -1, -1, 0, -1, -1> > >::derived() const
  0.00      0.09     0.00        1     0.00     0.00  std::bernoulli_distribution::param_type::param_type(double)
  0.00      0.09     0.00        1     0.00     0.00  std::bernoulli_distribution::bernoulli_distribution(double)
  0.00      0.09     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long)
  0.00      0.09     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long)
  0.00      0.09     0.00        1     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::random_access_iterator_tag)
  0.00      0.09     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.09     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      0.09     0.00        1     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.09     0.00        1     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 11.11% of 0.09 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     88.9    0.00    0.08                 main [1]
                0.00    0.07       1/1           Size_clouster(Eigen::Array<int, -1, -1, 0, -1, -1> const&, int) [2]
                0.00    0.01       2/2           std::ostream& Eigen::operator<< <Eigen::Array<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::DenseBase<Eigen::Array<int, -1, -1, 0, -1, -1> > const&) [9]
                0.00    0.00       5/15          Eigen::Array<int, -1, -1, 0, -1, -1>::~Array() [117]
                0.00    0.00       3/9           Eigen::DenseBase<Eigen::Array<int, -1, -1, 0, -1, -1> >::Zero(long, long) [151]
                0.00    0.00       3/9           Eigen::Array<int, -1, -1, 0, -1, -1>::Array<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Array<int, -1, -1, 0, -1, -1> > >(Eigen::EigenBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Array<int, -1, -1, 0, -1, -1> > > const&, Eigen::internal::enable_if<std::is_convertible<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Array<int, -1, -1, 0, -1, -1> >::Scalar, int>::value, Eigen::Array<int, -1, -1, 0, -1, -1>::PrivateType>::type) [139]
                0.00    0.00       2/3           Eigen::Array<int, -1, -1, 0, -1, -1>::operator=(Eigen::Array<int, -1, -1, 0, -1, -1>&&) [206]
                0.00    0.00       1/1           fill_array(Eigen::Array<int, -1, -1, 0, -1, -1>&, int, double, int) [298]
                0.00    0.00       1/1           clouster_matrix(Eigen::Array<int, -1, -1, 0, -1, -1> const&, int) [301]
                0.00    0.00       1/1           index_matrix(Eigen::Array<int, -1, -1, 0, -1, -1> const&, int) [300]
                0.00    0.00       1/19          Eigen::PlainObjectBase<Eigen::Array<int, -1, -1, 0, -1, -1> >::resize(long, long) [111]
                0.00    0.00       1/1           Percolation(Eigen::Array<int, -1, -1, 0, -1, -1> const&, int) [299]
-----------------------------------------------
                0.00    0.07       1/1           main [1]
[2]     77.8    0.00    0.07       1         Size_clouster(Eigen::Array<int, -1, -1, 0, -1, -1> const&, int) [2]
                0.00    0.07     128/128         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::count<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [4]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [12]
                0.00    0.00       1/1           std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [17]
                0.00    0.00   16513/16513       std::vector<int, std::allocator<int> >::operator[](unsigned long) [65]
                0.00    0.00   16384/128820      Eigen::DenseCoeffsBase<Eigen::Array<int, -1, -1, 0, -1, -1>, 0>::operator()(long, long) const [48]
                0.00    0.00     130/130         std::vector<int, std::allocator<int> >::begin() [94]
                0.00    0.00     129/129         std::vector<int, std::allocator<int> >::end() [96]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector() [284]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::resize(unsigned long) [283]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::~vector() [285]
-----------------------------------------------
                0.01    0.06     128/128         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::count<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [4]
[3]     77.8    0.01    0.06     128         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>) [3]
                0.03    0.00 2097152/2097152     bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [5]
                0.02    0.00 2097152/2097280     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [6]
                0.00    0.01 2097280/2097408     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [11]
-----------------------------------------------
                0.00    0.07     128/128         Size_clouster(Eigen::Array<int, -1, -1, 0, -1, -1> const&, int) [2]
[4]     77.8    0.00    0.07     128         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::count<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [4]
                0.01    0.06     128/128         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>) [3]
                0.00    0.00     128/128         __gnu_cxx::__ops::_Iter_equals_val<int const> __gnu_cxx::__ops::__iter_equals_val<int const>(int const&) [98]
-----------------------------------------------
