32	0	1	0	0	0.0123523
32	0	2	0	0	0.00645736
32	0	3	0	0	0.0123309
32	0	4	0	0	0.00635798
32	0	5	0	0	0.00635973
32	0	6	0	0	0.012616
32	0	7	0	0	0.00636601
32	0	8	0	0	0.0108256
32	0	9	0	0	0.0109928
32	0	10	0	0	0.00622752
32	0.05	1	0	0	0.0115949
32	0.05	2	0	0	0.0109707
32	0.05	3	0	0	0.00627019
32	0.05	4	0	0	0.0121413
32	0.05	5	0	0	0.00793059
32	0.05	6	0	0	0.0107633
32	0.05	7	0	0	0.00692146
32	0.05	8	0	0	0.0074056
32	0.05	9	0	0	0.00592378
32	0.05	10	0	0	0.00681285
32	0.1	1	0	0	0.00550711
32	0.1	2	0	0	0.0129434
32	0.1	3	0	0	0.00593069
32	0.1	4	0	0	0.0132595
32	0.1	5	0	0	0.00717791
32	0.1	6	0	0	0.0132671
32	0.1	7	0	0	0.00594019
32	0.1	8	0	0	0.00686146
32	0.1	9	0	0	0.00808124
32	0.1	10	0	0	0.00835969
32	0.15	1	0	0	0.00755485
32	0.15	2	0	0	0.0084222
32	0.15	3	0	0	0.0133194
32	0.15	4	0	0	0.00677751
32	0.15	5	0	0	0.013203
32	0.15	6	0	0	0.0126896
32	0.15	7	0	0	0.0139348
32	0.15	8	0	0	0.0105019
32	0.15	9	0	0	0.0134347
32	0.15	10	0	0	0.0134604
32	0.2	1	0	0	0.011038
32	0.2	2	0	0	0.00669147
32	0.2	3	0	0	0.0117635
32	0.2	4	0	0	0.0117823
32	0.2	5	0	0	0.0116651
32	0.2	6	0	0	0.01115
32	0.2	7	0	0	0.0115043
32	0.2	8	0	0	0.0118881
32	0.2	9	0	0	0.0118748
32	0.2	10	0	0	0.0113754
32	0.25	1	0	0	0.00685972
32	0.25	2	0	0	0.011185
32	0.25	3	0	0	0.00629219
32	0.25	4	0	0	0.00752251
32	0.25	5	0	0	0.00655975
32	0.25	6	0	0	0.011895
32	0.25	7	0	0	0.00640673
32	0.25	8	0	0	0.0114018
32	0.25	9	0	0	0.00669021
32	0.25	10	0	0	0.0114016
32	0.3	1	0	0	0.00671445
32	0.3	2	0	0	0.0129411
32	0.3	3	0	0	0.00679791
32	0.3	4	0	0	0.00674553
32	0.3	5	0	0	0.00725313
32	0.3	6	0	0	0.011149
32	0.3	7	0	0	0.00655542
32	0.3	8	0	0	0.0114113
32	0.3	9	0	0	0.00659439
32	0.3	10	0	0	0.00641637
32	0.35	1	0	0	0.00750302
32	0.35	2	0	0	0.00736802
32	0.35	3	0	0	0.0111343
32	0.35	4	0	0	0.00687417
32	0.35	5	0	0	0.0124436
32	0.35	6	0	0	0.00665117
32	0.35	7	0	0	0.0135886
32	0.35	8	0	0	0.0123512
32	0.35	9	0	0	0.00688996
32	0.35	10	0	0	0.0121259
32	0.4	1	0	0	0.00676865
32	0.4	2	0	0	0.0127301
32	0.4	3	0	0	0.0109921
32	0.4	4	0	0	0.0130319
32	0.4	5	0	0	0.00709292
32	0.4	6	0	0	0.0131127
32	0.4	7	0	0	0.00667862
32	0.4	8	0	0	0.0127746
32	0.4	9	0	0	0.00713748
32	0.4	10	0	0	0.0127688
32	0.45	1	0	0	0.00738255
32	0.45	2	0	0	0.011386
32	0.45	3	0	0	0.011076
32	0.45	4	0	0	0.0121204
32	0.45	5	0	0	0.0114008
32	0.45	6	0	0	0.00697628
32	0.45	7	0	0	0.00661409
32	0.45	8	0	0	0.00664936
32	0.45	9	0	0	0.00744925
32	0.45	10	0	0	0.0135726
32	0.5	1	0	0	0.0143956
32	0.5	2	0	0	0.00691105
32	0.5	3	0	0	0.0117642
32	0.5	4	0	0	0.00705492
32	0.5	5	0	0	0.00738681
32	0.5	6	0	0	0.00710661
32	0.5	7	0	0	0.00690009
32	0.5	8	0	0	0.00635777
32	0.5	9	1	164	0.0113372
32	0.5	10	0	0	0.006398
32	0.55	1	0	0	0.00839119
32	0.55	2	1	419	0.0120229
32	0.55	3	0	0	0.00566299
32	0.55	4	0	0	0.0146389
32	0.55	5	0	0	0.00645548
32	0.55	6	0	0	0.0147411
32	0.55	7	0	0	0.00646232
32	0.55	8	0	0	0.0139688
32	0.55	9	1	288	0.011889
32	0.55	10	0	0	0.0163285
32	0.555	1	0	0	0.00724943
32	0.555	2	1	435	0.0123384
32	0.555	3	0	0	0.0140053
32	0.555	4	0	0	0.00764047
32	0.555	5	0	0	0.0149032
32	0.555	6	0	0	0.00623429
32	0.555	7	0	0	0.0102072
32	0.555	8	0	0	0.00603071
32	0.555	9	1	289	0.0308283
32	0.555	10	0	0	0.00923487
32	0.56	1	0	0	0.00759095
32	0.56	2	1	437	0.0167223
32	0.56	3	0	0	0.0120096
32	0.56	4	0	0	0.00871079
32	0.56	5	0	0	0.0072231
32	0.56	6	0	0	0.00792989
32	0.56	7	0	0	0.0149249
32	0.56	8	0	0	0.0067222
32	0.56	9	1	297	0.0160974
32	0.56	10	0	0	0.00668966
32	0.565	1	0	0	0.016439
32	0.565	2	1	437	0.0123331
32	0.565	3	0	0	0.0146552
32	0.565	4	0	0	0.00746014
32	0.565	5	0	0	0.00804813
32	0.565	6	1	254	0.0259942
32	0.565	7	1	308	0.0119678
32	0.565	8	0	0	0.01451
32	0.565	9	1	300	0.0163624
32	0.565	10	0	0	0.0149303
32	0.57	1	0	0	0.0155928
32	0.57	2	1	440	0.028097
32	0.57	3	0	0	0.00684603
32	0.57	4	0	0	0.0147622
32	0.57	5	1	201	0.0251317
32	0.57	6	1	256	0.0244993
32	0.57	7	1	362	0.0143555
32	0.57	8	0	0	0.0134868
32	0.57	9	1	318	0.0132156
32	0.57	10	0	0	0.0141212
32	0.575	1	0	0	0.00832059
32	0.575	2	1	446	0.0266914
32	0.575	3	0	0	0.00747516
32	0.575	4	0	0	0.0124969
32	0.575	5	1	204	0.0125662
32	0.575	6	1	258	0.0134737
32	0.575	7	1	365	0.0245975
32	0.575	8	0	0	0.0134028
32	0.575	9	1	321	0.0225536
32	0.575	10	0	0	0.016106
32	0.58	1	1	315	0.0123661
32	0.58	2	1	458	0.0273301
32	0.58	3	0	0	0.0148574
32	0.58	4	0	0	0.0075538
32	0.58	5	1	204	0.0122401
32	0.58	6	1	259	0.0163201
32	0.58	7	1	369	0.0147018
32	0.58	8	0	0	0.00834636
32	0.58	9	1	331	0.0266462
32	0.58	10	0	0	0.00801294
32	0.585	1	1	359	0.0147835
32	0.585	2	1	462	0.0132569
32	0.585	3	0	0	0.0157839
32	0.585	4	0	0	0.00667192
32	0.585	5	1	220	0.0264387
32	0.585	6	1	261	0.0118111
32	0.585	7	1	376	0.02921
32	0.585	8	0	0	0.0154367
32	0.585	9	1	331	0.0111075
32	0.585	10	0	0	0.0171044
32	0.59	1	1	370	0.0152895
32	0.59	2	1	469	0.0324091
32	0.59	3	0	0	0.00798668
32	0.59	4	0	0	0.0134288
32	0.59	5	1	221	0.0221835
32	0.59	6	1	515	0.0168712
32	0.59	7	1	392	0.0251012
32	0.59	8	0	0	0.00761722
32	0.59	9	1	336	0.0153527
32	0.59	10	0	0	0.00808313
32	0.595	1	1	371	0.0149135
32	0.595	2	1	472	0.0324371
32	0.595	3	0	0	0.00794261
32	0.595	4	0	0	0.0162163
32	0.595	5	1	222	0.0265654
32	0.595	6	1	523	0.01926
32	0.595	7	1	392	0.0118159
32	0.595	8	1	209	0.012055
32	0.595	9	1	341	0.0112172
32	0.595	10	0	0	0.00830012
32	0.6	1	1	373	0.0278457
32	0.6	2	1	489	0.0176021
32	0.6	3	0	0	0.0174302
32	0.6	4	0	0	0.00775306
32	0.6	5	1	223	0.0269826
32	0.6	6	1	524	0.0317038
32	0.6	7	1	405	0.0287105
