0	0	9.5807e-05
0	0	9.5491e-05
0	0	9.5163e-05
0	0	0.000109061
0	0	9.4196e-05
0	0	9.9694e-05
0	0	9.9874e-05
0	0	9.8237e-05
0	0	0.000103892
0	0	0.000100676
0	0	0.000100839
0	0	9.7651e-05
0	0	0.000113752
0	0	9.4992e-05
0	0	9.7358e-05
0	0	0.000100169
0	0	0.000110456
0	0	0.000100479
0	0	0.000101093
0	0	0.000103434
0	0	0.000105709
0	0	9.5154e-05
0	0	0.000104627
0	0	0.000111443
0	0	9.8252e-05
0	0	9.7389e-05
0	0	0.000104731
0	0	9.6755e-05
0	0	9.5633e-05
0	0	9.9152e-05
0	0	0.000107202
0	0	9.5453e-05
0	0	9.9805e-05
0	0	9.5841e-05
0	0	9.6723e-05
0	0	9.8028e-05
0	0	9.9734e-05
0	0	9.5944e-05
0	0	0.000100036
0	0	0.000105439
0	0	0.000103321
0	0	0.000102773
0	0	0.000117379
0	0	0.000104725
0	0	9.7661e-05
0	0	9.706e-05
0	0	9.4179e-05
0	0	9.6036e-05
0	0	9.8196e-05
0	0	9.7194e-05
0	0	0.000102257
0	0	0.000101753
0	0	0.00011741
0	0	9.9636e-05
0	0	9.8608e-05
0	0	9.2947e-05
0	0	0.000100231
0	0	9.6536e-05
0	0	0.000103575
0	0	9.633e-05
0	0	9.8381e-05
0	0	9.6573e-05
0	0	0.000100954
0	0	9.8753e-05
0	0	9.6876e-05
0	0	9.6006e-05
0	0	9.7837e-05
0	0	0.000101775
0	0	0.000104728
0	0	0.000110455
0	0	0.000105438
0	0	0.000105699
0	0	9.725e-05
0	0	9.859e-05
0	0	0.000102191
0	0	9.918e-05
0	0	9.9306e-05
0	0	9.9343e-05
0	0	9.9143e-05
0	0	9.8962e-05
0	0	0.000101321
0	0	9.882e-05
0	0	9.9946e-05
0	0	9.9288e-05
0	0	9.9139e-05
0	0	0.000102046
0	0	0.000102687
0	0	0.00010101
0	0	9.9747e-05
0	0	0.000105804
0	0	0.000110584
0	0	0.000105362
0	0	0.000127575
0	0	0.000112954
0	0	0.000103558
0	0	0.000106611
0	0	0.00010211
0	0	0.000106204
0	0	0.000108677
0	0	0.00010706
0	0	0.000113003
0	0	0.000102312
0	0	0.00010879
0	0	0.000142954
0	0	0.000111221
0	0	0.000103169
0	0	0.000102426
0	0	0.000129374
1	164	0.000163917
0	0	0.000109604
0	0	0.000121447
1	419	0.000174667
0	0	0.000110697
0	0	0.000106097
0	0	0.000131295
0	0	0.000110133
0	0	0.000114977
0	0	0.000114415
1	288	0.000187875
0	0	0.000119718
0	0	0.000118733
1	437	0.000180928
0	0	0.000104395
0	0	0.000114465
0	0	0.000106436
0	0	0.000105824
0	0	0.000111912
0	0	0.000129964
1	297	0.000189094
0	0	0.000124112
0	0	0.00012206
1	440	0.00017914
0	0	0.000127565
0	0	0.000109209
1	201	0.000171739
1	256	0.00017531
1	362	0.000163717
0	0	0.000110216
1	318	0.00015823
0	0	0.000117609
1	315	0.000145776
1	458	0.000188299
0	0	0.000108616
0	0	0.000114464
1	204	0.000252996
1	259	0.000178888
1	369	0.000164276
0	0	0.000111509
1	331	0.000184385
0	0	0.000133931
1	370	0.000157931
1	469	0.000180641
0	0	0.000123411
0	0	0.000118486
1	221	0.000177688
1	515	0.000193421
1	392	0.000175192
0	0	0.000119262
1	336	0.000159867
0	0	0.000123742
1	373	0.000153069
1	489	0.000186855
0	0	0.000121384
0	0	0.000113819
1	223	0.000166703
1	524	0.000186284
1	405	0.000172017
1	211	0.000138759
1	347	0.00017039
0	0	0.000124042
1	550	0.000209031
1	498	0.000196404
1	401	0.000183457
0	0	0.000119451
1	256	0.000195681
1	537	0.000197694
1	433	0.000193032
1	341	0.000152816
1	358	0.000176034
1	310	0.000162386
1	571	0.000236541
1	563	0.000196772
1	426	0.000243843
1	386	0.000171541
1	258	0.000169922
1	545	0.000204513
1	467	0.000183902
1	344	0.000156807
1	366	0.000173206
1	345	0.000166987
1	578	0.00021439
1	578	0.000211997
1	462	0.000197075
1	393	0.000167203
1	268	0.000176441
1	573	0.000219807
1	497	0.000198343
1	405	0.000169975
1	461	0.000209542
1	561	0.000199105
1	593	0.000208697
1	585	0.000220447
1	587	0.00022336
1	399	0.00017239
1	317	0.000186087
1	614	0.000219916
1	617	0.000211459
1	413	0.000175265
1	474	0.000192876
1	574	0.000211611
1	601	0.0002197
1	597	0.000205103
1	606	0.000208508
1	613	0.000210279
1	327	0.000186939
1	621	0.000211306
1	625	0.000213294
1	574	0.000210867
1	508	0.000231273
1	579	0.000223834
1	658	0.000236437
1	688	0.000252031
1	694	0.000259876
1	684	0.000238646
1	596	0.000213503
1	680	0.000225268
1	705	0.000234893
1	718	0.000237747
1	677	0.000224377
1	696	0.000250732
1	772	0.000262238
1	758	0.000248473
1	758	0.00024168
1	748	0.000243685
1	727	0.000241441
1	751	0.000248617
1	760	0.000234062
1	770	0.00025376
1	741	0.000246844
1	776	0.000250786
1	810	0.000279697
1	806	0.000265131
1	792	0.00026519
1	786	0.000259382
1	778	0.000253314
1	783	0.000249206
1	803	0.000254314
1	797	0.000249886
1	785	0.000246837
1	813	0.000251922
1	821	0.000267392
1	822	0.00026194
1	808	0.00025171
1	798	0.000265696
1	790	0.00025174
1	798	0.000277309
1	817	0.00026886
1	807	0.000259313
1	794	0.000256375
1	817	0.00026956
